code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,peg
000581,威孚高科,汽车配件,江苏,9.23,8.36,10.09,1886562.25,1155387.13,244332.41,341784.13,3.39,1.314,13.49,1.8,19980924,856619.19,8.49,40.45,40.52,20.98,28.04,55000.0,0.228182941904
600225,*ST松江,区域地产,天津,5.97,8.5,9.35,1378762.25,1165864.75,13110.32,114847.55,1.23,0.478,2.01,2.85,20000127,-36402.75,-0.39,24.11,192.04,17.02,80.1,24744.0,0.24761509747
601678,滨化股份,化工原料,山东,14.16,11.88,11.88,768280.94,189549.27,364066.22,127384.57,1.07,0.304,4.42,1.95,20100223,233097.52,1.96,48.8,653.06,26.22,11.77,43211.0,0.290163934426
600758,红阳能源,煤炭开采,辽宁,13.51,5.63,13.31,1657647.88,698625.88,698647.44,340929.41,2.56,0.338,4.22,2.17,19961029,61097.94,0.46,46.17,300.6,25.69,11.25,90753.0,0.292614251679
000651,格力电器,家用电器,广东,12.09,59.7,60.16,20457812.0,15862446.0,1725404.75,18340.06,0.03,1.571,8.72,4.36,19961118,4269911.5,7.1,40.67,47.64,31.94,13.66,370059.0,0.297270715515
601006,大秦铁路,铁路,山西,8.61,148.67,148.67,12128579.0,1903571.25,6840305.5,2473709.25,1.66,0.513,6.3,1.4,20060801,4397095.0,2.96,28.89,107.12,32.37,27.86,145646.0,0.298026998962
600585,海螺水泥,水泥,安徽,9.93,40.0,52.99,11332027.0,3706092.5,6119784.0,1068095.5,2.02,1.267,15.17,1.66,20020207,6145189.5,11.6,33.1,100.21,32.37,21.05,66728.0,0.3
000830,鲁西化工,农药化肥,山东,13.01,14.64,14.65,2601450.0,361676.91,1522975.75,218405.41,1.49,0.33,6.14,1.59,19980807,249251.09,1.7,42.5,330.38,19.13,7.56,83838.0,0.306117647059
601997,贵阳银行,银行,贵州,9.29,12.08,22.99,41419136.0,0.0,250784.59,486194.91,2.12,0.827,9.69,1.59,20160816,960598.19,4.18,29.99,23.26,0.0,33.48,87383.0,0.309769923308
600340,华夏幸福,区域地产,河北,8.93,29.55,29.55,32453978.0,29856844.0,275748.84,486697.91,1.65,1.816,12.53,2.59,20031230,1744485.25,5.9,26.44,35.65,57.52,24.11,146568.0,0.337745839637
600978,宜华生活,家居用品,广东,16.5,14.83,14.83,1716407.38,968777.81,376190.91,245922.92,1.66,0.317,5.24,2.0,20040824,342111.19,2.31,48.04,20.69,37.89,14.14,81089.0,0.343463780183
000708,大冶特钢,特种钢,湖北,16.24,4.49,4.49,616485.5,341577.88,264026.84,48565.34,1.08,0.421,8.51,1.61,19970326,266155.28,5.92,47.19,30.0,11.33,3.91,24527.0,0.344140707777
002597,金禾实业,化工原料,安徽,12.23,5.59,5.64,403230.34,240362.22,129023.36,48870.6,0.87,0.85,4.84,4.34,20110707,146725.19,2.6,35.4,104.88,30.8,21.46,27936.0,0.345480225989
000631,顺发恒业,区域地产,吉林,16.62,24.33,24.33,1478879.88,1295434.13,1011.8,139033.52,0.57,0.124,2.32,1.78,19961122,151694.13,0.62,48.03,28.48,18.14,9.52,38031.0,0.346033728919
600368,五洲交通,路桥,广西,11.15,8.34,8.34,1094240.25,355125.16,642527.0,48939.05,0.59,0.276,3.79,1.63,20001221,145397.27,1.74,32.19,59.03,64.4,29.1,57413.0,0.346380863622
000488,晨鸣纸业,造纸,山东,10.34,11.06,19.36,9176811.0,4270458.5,2853678.25,614925.75,3.18,0.75,11.75,1.59,20001120,711226.94,3.67,29.63,85.86,30.69,12.7,94435.0,0.348970637867
600409,三友化工,化工原料,河北,12.71,18.5,20.64,2327262.75,716534.63,1347609.63,354488.22,1.72,0.52,4.4,2.69,20030618,317088.13,1.54,35.99,227.48,26.65,9.63,48197.0,0.353153653793
000157,中联重科,工程机械,湖南,15.26,62.26,76.25,9076246.0,6909088.0,626174.88,1296152.13,1.7,0.148,4.85,0.93,20001012,1495132.5,1.96,42.05,235.27,19.47,8.85,393942.0,0.362901307967
000550,江铃汽车,汽车整车,江西,16.42,5.17,8.63,2419997.25,1612168.88,552220.63,83944.25,0.97,0.641,14.41,1.46,19931201,1030683.88,11.94,44.92,-21.52,21.03,3.53,29297.0,0.36553873553
600325,华发股份,区域地产,广东,15.07,19.14,21.18,12313428.0,11572254.0,66674.31,451244.19,2.13,0.268,5.81,1.39,20040225,511593.44,2.42,40.67,65.21,31.84,8.12,60090.0,0.370543398082
000732,泰禾集团,区域地产,福建,12.94,12.43,12.44,16189690.0,14192445.0,157958.88,462732.41,3.72,0.739,14.91,1.28,19970704,545238.19,4.38,34.9,18.7,27.46,10.3,20116.0,0.370773638968
603167,渤海轮渡,水运,山东,12.11,4.81,4.81,398256.63,61067.78,330798.5,106257.17,2.21,0.495,6.47,1.85,20120906,133050.81,2.76,32.01,34.47,34.17,33.91,34579.0,0.378319275226
600567,山鹰纸业,造纸,安徽,14.46,45.51,45.51,2337829.25,967382.81,985336.19,429685.94,0.94,0.182,2.0,2.62,20011218,139189.45,0.31,38.1,450.95,21.96,11.07,257221.0,0.379527559055
600704,物产中大,商贸代理,浙江,17.71,13.38,43.07,8720946.0,5614912.0,471521.75,402188.34,0.93,0.19,4.57,1.69,19960606,590616.06,1.37,44.41,28.67,2.71,0.76,87969.0,0.398784057645
600028,中国石化,石油加工,北京,13.05,955.58,1210.71,148753792.0,43415900.0,65229400.0,11952900.0,0.99,0.224,5.94,0.98,20010808,28167300.0,2.33,32.6,40.74,19.15,2.32,547058.0,0.400306748466
002067,景兴纸业,造纸,浙江,16.09,9.6,11.28,579984.75,233472.91,282987.66,158728.88,1.41,0.22,3.14,2.14,20060915,68981.11,0.61,39.61,33.26,19.1,10.04,111483.0,0.406210552891
000921,海信科龙,家用电器,广东,14.02,9.02,13.63,2142861.25,1490140.25,334551.13,209286.19,1.54,0.493,3.76,3.67,19990713,134719.56,0.99,34.16,20.17,18.51,3.82,29414.0,0.410421545667
002078,太阳纸业,造纸,山东,13.48,25.3,25.36,2328187.75,949859.5,1104365.25,120866.05,0.48,0.345,3.43,2.71,20061116,432407.91,1.71,32.58,148.15,24.97,10.06,66262.0,0.413750767342
000883,湖北能源,火力发电,湖北,12.25,53.46,65.07,4329019.5,394225.75,2509748.5,1081369.63,1.66,0.206,3.79,1.34,19980519,656037.56,1.01,28.59,4.0,33.38,23.58,132557.0,0.428471493529
600508,上海能源,煤炭开采,上海,12.6,7.23,7.23,1376692.5,266230.53,538115.81,91517.17,1.27,0.525,12.17,1.09,20010829,657943.31,9.1,29.36,32.09,38.08,12.41,53295.0,0.429155313351
600303,曙光股份,汽车整车,辽宁,9.54,6.2,6.76,843144.88,451556.56,245264.27,111036.77,1.64,0.584,4.71,2.37,20001226,113142.11,1.67,22.01,384.32,15.1,20.71,79477.0,0.433439345752
002087,新野纺织,纺织,河南,18.07,8.16,8.17,846988.0,482659.69,244779.3,104167.27,1.28,0.168,3.76,1.61,20061130,108982.05,1.33,41.66,102.07,18.82,5.31,36492.0,0.433749399904
000887,中鼎股份,橡胶,安徽,20.89,12.14,12.34,1448706.88,797697.75,243657.42,241154.59,1.95,0.506,5.63,3.75,19981203,319261.19,2.59,47.94,31.93,29.91,11.6,29994.0,0.435753024614
000709,河钢股份,普钢,河北,19.27,106.17,106.19,18795536.0,5482854.0,9560743.0,2320581.5,2.19,0.118,4.26,1.07,19970416,920328.69,0.87,43.65,205.82,12.03,2.3,491020.0,0.441466208477
600273,嘉化能源,化工原料,浙江,14.38,5.8,14.94,737184.0,207775.91,367918.22,140564.0,0.94,0.35,3.22,2.74,20030627,132437.36,0.89,32.06,16.68,27.56,17.23,44992.0,0.448533998752
002440,闰土股份,染料涂料,浙江,18.09,6.13,7.67,877885.81,485263.09,309641.34,152218.56,1.98,0.524,8.42,2.25,20100706,380858.97,4.97,39.92,52.19,30.1,13.71,36280.0,0.453156312625
000780,*ST平能,煤炭开采,内蒙,19.56,10.14,10.14,545573.25,370377.38,77033.15,144955.09,1.43,0.134,4.2,1.25,19970606,101198.46,1.0,43.12,160.2,42.91,11.12,55663.0,0.453617810761
600761,安徽合力,工程机械,安徽,17.41,7.4,7.4,694131.31,481318.56,149085.45,55341.9,0.75,0.302,5.88,1.79,19961009,264767.75,3.58,37.73,15.26,19.75,5.47,36286.0,0.461436522661
000552,靖远煤电,煤炭开采,甘肃,16.61,15.57,22.87,993561.88,502826.75,296567.56,184069.55,0.8,0.122,2.91,1.4,19940106,189812.25,0.83,35.29,266.73,32.13,14.4,49976.0,0.470671578351
002042,华孚色纺,纺织,安徽,12.86,8.38,10.13,1405065.0,871847.5,383437.91,301197.59,2.97,0.48,6.52,1.71,20050427,247996.59,2.45,27.25,45.89,14.04,8.1,27434.0,0.471926605505
600231,凌钢股份,普钢,辽宁,17.57,16.08,25.19,1551431.13,521206.56,886689.63,45192.5,0.18,0.161,2.22,2.55,20000511,200109.45,0.79,37.01,608.08,11.13,4.84,68425.0,0.474736557687
600308,华泰股份,造纸,山东,14.55,11.68,11.68,1525172.88,625391.69,744174.38,224376.7,1.92,0.253,5.78,1.27,20000928,280520.56,2.4,30.62,318.4,14.57,4.69,82771.0,0.475179621163
601318,中国平安,保险,深圳,11.17,108.33,182.8,597868800.0,0.0,3847200.0,12174200.0,6.66,2.43,23.29,2.28,20070301,20846800.0,11.4,23.13,6.5,0.0,9.36,288802.0,0.482922611327
600966,博汇纸业,造纸,山东,10.67,13.37,13.37,1275234.88,610075.19,520250.5,133432.95,1.0,0.303,3.38,1.92,20040608,164410.45,1.23,22.06,516.88,25.29,9.99,89411.0,0.483680870354
000669,金鸿控股,供气供热,吉林,22.9,4.79,4.86,1248296.0,216285.75,532483.75,179741.91,3.7,0.355,8.45,1.92,19961210,172127.45,3.54,47.19,30.93,26.66,10.55,20347.0,0.485272303454
600297,广汇汽车,汽车服务,辽宁,15.05,23.92,71.51,11386058.0,6402677.0,1183504.75,657765.0,0.92,0.28,3.57,2.36,20001116,1056713.13,1.48,30.78,45.08,10.77,2.85,39831.0,0.488953866147
601677,明泰铝业,铝,河南,20.4,4.78,5.13,678694.0,395790.19,168641.23,242928.7,4.73,0.37,7.86,1.82,20110919,124240.27,2.42,41.1,33.06,9.5,3.87,19863.0,0.496350364964
600280,中央商场,百货,江苏,20.22,11.48,11.48,1635255.5,1276921.75,258095.8,1277.0,0.01,0.211,1.69,5.06,20000926,30861.11,0.27,40.16,226.51,24.01,5.47,64638.0,0.503486055777
002136,安 纳 达,化工原料,安徽,23.39,2.13,2.15,100822.31,36261.26,59383.51,35026.01,1.63,0.378,2.72,6.48,20070530,530.17,0.02,46.33,1895.11,23.98,14.47,22502.0,0.504856464494
002293,罗莱生活,纺织,江苏,24.16,6.99,7.05,434541.41,287672.47,39095.01,36537.28,0.52,0.229,3.9,2.84,20090910,142103.42,2.02,47.53,7.16,44.98,8.16,35910.0,0.508310540711
600068,葛洲坝,建筑施工,湖北,14.32,46.05,46.05,16640302.0,11314802.0,1392460.38,770647.63,1.67,0.31,5.07,2.13,19970526,838500.63,1.82,27.77,20.27,11.56,3.45,251790.0,0.515664386028
601919,中远海控,水运,天津,20.48,76.36,102.16,12426415.0,3921005.5,4524400.0,2742491.0,2.68,0.182,1.99,3.75,20070626,-1736511.63,-1.7,39.53,125.99,8.86,4.29,341405.0,0.518087528459
300415,伊之密,专用机械,广东,23.25,2.86,4.32,205658.77,118893.15,40030.7,3621.45,0.08,0.309,2.15,6.67,20150123,40119.96,0.93,44.77,161.75,37.08,14.36,12466.0,0.519320973866
600480,凌云股份,汽车配件,河北,19.21,3.62,4.51,1156301.13,712271.25,210914.09,173939.25,3.86,0.52,8.16,2.45,20030815,136921.72,3.04,36.76,56.23,20.26,4.05,70924.0,0.522578890098
002748,世龙实业,化工原料,江西,20.35,0.82,2.4,131605.02,61229.1,56774.67,33256.03,1.39,0.494,4.71,4.27,20150319,49248.09,2.05,38.24,227.33,31.98,17.99,20137.0,0.532165271967
000055,方大集团,其他建材,深圳,20.74,6.78,11.84,629586.19,512154.41,49449.92,7282.93,0.06,0.193,1.96,4.09,19960415,96864.06,0.82,38.66,328.93,35.46,16.29,47307.0,0.536471805484
000030,富奥股份,汽车配件,吉林,12.78,12.52,12.93,939492.88,469745.19,170095.13,53382.33,0.41,0.351,4.16,2.16,19930929,310857.94,2.4,23.76,22.82,18.44,13.25,34500.0,0.537878787879
002131,利欧股份,互联网,浙江,26.89,32.07,56.08,1221552.25,540030.63,82554.11,55913.55,0.1,0.057,1.36,2.25,20070427,157034.38,0.28,49.38,16.9,17.48,6.97,106788.0,0.544552450385
600022,山东钢铁,普钢,山东,22.51,106.89,109.47,4730744.5,1736602.63,1291567.5,809089.31,0.74,0.07,1.52,1.61,20040629,-314832.94,-0.29,41.32,2023.13,5.1,1.89,254085.0,0.54477250726
000989,九 芝 堂,中成药,湖南,22.34,4.14,8.69,527662.38,328286.81,114121.82,176319.8,2.03,0.417,4.77,3.9,20000628,130381.35,1.5,40.96,19.27,66.43,20.37,24941.0,0.54541015625
002406,远东传动,汽车配件,河南,27.16,3.91,5.61,273901.19,169817.09,69490.97,89304.5,1.59,0.155,4.01,2.1,20100518,69221.17,1.23,49.44,38.83,31.44,12.06,60378.0,0.549352750809
000672,上峰水泥,水泥,甘肃,16.18,8.14,8.14,609778.88,245456.22,232252.09,-97110.06,-1.19,0.322,2.09,4.99,19961218,161155.77,1.98,29.32,490.34,31.26,14.41,89913.0,0.551841746248
600705,中航资本,多元金融,黑龙江,21.08,76.19,89.76,15370978.0,7510423.0,634902.94,408992.5,0.46,0.142,2.48,2.41,19960516,570932.19,0.64,38.18,12.96,53.2,50.28,225085.0,0.552121529597
002002,鸿达兴业,化工原料,江苏,20.81,20.76,25.85,1302388.0,425135.81,741071.88,4114.21,0.02,0.21,1.69,4.81,20040625,145634.63,0.56,37.4,82.93,36.22,16.43,55310.0,0.556417112299
000059,华锦股份,石油加工,辽宁,10.86,14.0,15.99,3047114.5,1185329.88,1374900.75,620242.94,3.88,0.518,6.97,1.62,19970130,292206.38,1.83,19.39,-8.4,22.51,5.31,82985.0,0.560082516761
300237,美晨科技,建筑施工,山东,26.27,5.62,8.07,672750.63,478170.19,34142.73,93887.9,1.16,0.293,3.51,4.39,20110629,103945.03,1.29,46.56,53.3,34.14,15.84,13165.0,0.564218213058
600684,珠江实业,全国地产,广东,13.37,8.53,8.53,1475016.38,1240798.75,115701.72,8592.11,0.1,0.269,3.28,2.19,19931028,181981.61,2.13,23.68,44.98,35.48,9.21,55901.0,0.564611486486
300262,巴安水务,环境保护,上海,28.02,3.46,6.7,436215.81,287488.56,13229.24,112901.07,1.68,0.179,3.15,3.18,20110916,48780.51,0.73,49.38,46.52,33.22,15.03,26280.0,0.567436208991
601233,桐昆股份,化纤,浙江,16.37,12.05,12.32,2088794.38,730374.63,927652.88,551884.5,4.48,0.504,9.13,1.81,20110518,406678.03,3.3,28.79,77.49,8.77,4.25,32174.0,0.568600208406
000531,穗恒运Ａ,火力发电,广东,26.85,6.85,6.85,902775.63,241836.84,313458.0,89725.56,1.31,0.165,5.61,1.58,19940106,192089.31,2.8,47.05,-51.76,21.69,7.41,31984.0,0.570669500531
600023,浙能电力,火力发电,浙江,15.35,136.01,136.01,10498792.0,2217430.25,5404000.0,2383076.75,1.75,0.175,4.26,1.26,20131219,1563863.5,1.15,26.82,-42.77,11.73,10.53,227018.0,0.572334079045
601216,君正集团,化工原料,内蒙,22.91,84.38,84.38,1919922.25,535571.56,709024.0,27405.21,0.03,0.11,1.74,2.89,20110222,562171.38,0.67,39.26,46.99,39.8,26.01,133736.0,0.583545593479
002061,江山化工,化工原料,浙江,20.08,4.53,6.62,500309.75,144449.84,301065.25,204299.45,3.09,0.32,4.16,2.84,20060816,-11443.67,-0.17,34.39,1121.64,19.83,8.78,50251.0,0.583890665891
600522,中天科技,通信设备,江苏,20.01,22.76,30.66,2552395.75,1837972.38,459955.66,762219.94,2.49,0.32,5.55,2.24,20021024,525547.81,1.71,33.66,30.63,16.85,7.73,121531.0,0.594474153298
600452,涪陵电力,水力发电,重庆,29.01,1.6,1.6,395688.91,75988.49,279988.53,39750.64,2.48,0.685,6.29,6.32,20040303,37300.03,2.33,48.45,48.48,18.33,11.17,6515.0,0.598761609907
000418,小天鹅Ａ,家用电器,江苏,19.52,4.39,6.32,1865528.75,1700525.75,97808.36,121497.15,1.92,1.157,9.86,4.58,19970328,401369.25,6.35,32.35,25.95,25.61,6.92,20964.0,0.603400309119
002567,唐人神,饲料,湖南,25.3,6.3,8.37,550562.94,206697.22,169842.09,136180.84,1.63,0.17,3.74,2.23,20110325,63557.9,0.76,41.88,106.67,9.71,2.11,18710.0,0.604106972302
601898,中煤能源,煤炭开采,北京,25.01,91.52,132.59,24334290.0,4706615.0,8155105.5,3814077.5,2.88,0.128,6.62,0.97,20080201,3027547.25,2.28,41.08,175.17,36.98,4.57,186999.0,0.608812074002
600328,兰太实业,化工原料,内蒙,23.71,4.38,4.38,670751.81,150589.73,374167.53,101858.43,2.33,0.265,4.87,2.59,20001222,56407.71,1.29,38.79,173.79,38.95,7.33,36514.0,0.611240010312
600811,东方集团,综合类,黑龙江,24.06,32.73,37.15,4835825.0,2963915.25,230608.55,966658.88,2.6,0.109,5.31,0.98,19940106,503435.75,1.36,39.21,-6.56,2.91,11.23,89935.0,0.613618974751
603788,宁波高发,汽车配件,浙江,28.64,0.49,1.64,121910.86,95376.27,14808.25,37561.15,2.29,0.85,5.92,6.95,20150120,29900.19,1.82,46.25,57.73,33.43,20.01,9769.0,0.619243243243
300158,振东制药,中成药,山西,27.31,4.09,5.2,715214.63,306019.03,104974.65,433662.09,8.35,0.31,10.38,1.63,20110107,51060.34,0.98,44.08,367.25,46.5,9.99,13026.0,0.619555353902
002126,银轮股份,汽车配件,浙江,24.29,6.1,8.01,582695.5,319558.13,114777.71,108201.55,1.35,0.23,3.9,2.59,20070418,111506.01,1.39,39.2,41.43,26.59,8.31,31103.0,0.619642857143
002048,宁波华翔,汽车配件,浙江,16.22,4.6,5.3,1375015.75,677007.63,247477.22,78200.71,1.48,0.74,10.45,2.3,20050603,306819.31,5.79,26.1,26.14,21.2,5.51,29175.0,0.621455938697
600703,三安光电,半导体,湖北,28.89,40.78,40.78,2413292.5,1076688.13,724419.44,707755.75,1.74,0.371,4.45,4.82,19960528,658698.63,1.62,46.37,56.76,48.26,37.25,63494.0,0.623032132845
600449,宁夏建材,水泥,宁夏,26.65,4.78,4.78,822699.81,320724.81,438603.94,203367.38,4.25,0.237,9.04,1.4,20030829,161805.13,3.38,42.67,373.94,27.75,5.57,39978.0,0.624560581205
600606,绿地控股,全国地产,上海,10.44,32.23,121.68,74509008.0,67720312.0,1035780.88,900954.19,0.74,0.383,4.77,1.68,19920327,3316417.5,2.73,16.62,1.28,14.26,3.7,158003.0,0.628158844765
000825,太钢不锈,特种钢,山西,19.86,56.96,56.96,7095379.0,1672505.63,5000524.5,676386.56,1.19,0.13,4.05,1.28,19981021,851719.13,1.5,31.2,140.9,11.31,2.24,232089.0,0.636538461538
600291,西水股份,保险,内蒙,6.8,9.79,10.93,25322038.0,0.0,55645.45,589471.69,5.39,2.155,11.29,2.6,20000731,314626.25,2.88,10.66,39069.98,0.0,15.08,66581.0,0.637898686679
300274,阳光电源,电气设备,安徽,31.22,10.57,14.49,1380049.5,1149910.38,167196.31,310631.5,2.14,0.26,4.44,3.58,20111102,169995.88,1.17,48.68,63.99,27.41,10.42,38451.0,0.641331142153
600487,亨通光电,通信设备,江苏,26.99,12.41,13.6,2311276.5,1600946.88,349803.28,61710.65,0.45,0.62,5.03,6.06,20030822,406160.72,2.99,41.81,100.67,19.98,6.72,82531.0,0.645539344654
002550,千红制药,生物制药,江苏,27.69,8.53,12.8,297282.31,179800.69,62993.28,6458.85,0.05,0.112,1.87,3.33,20110218,93609.21,0.73,42.67,0.8,51.47,27.85,69130.0,0.648933677056
601966,玲珑轮胎,汽车配件,山东,27.29,3.94,12.0,1881939.75,759543.56,942406.63,266548.47,2.22,0.361,6.82,2.89,20160706,385242.47,3.21,42.01,-22.11,22.12,6.44,89084.0,0.649607236372
000900,现代投资,路桥,湖南,11.42,15.16,15.18,2290987.25,716115.0,236548.22,97130.86,0.64,0.268,5.37,1.14,19990128,522241.19,3.44,17.49,18.83,16.62,8.88,61361.0,0.652944539737
002398,建研集团,其他建材,福建,30.36,2.56,3.46,280847.03,182040.48,39188.8,57738.42,1.67,0.227,6.34,2.17,20100506,120483.0,3.48,46.38,-9.58,25.09,9.56,22087.0,0.654592496766
002258,利尔化学,农药化肥,四川,21.52,5.24,5.24,365893.19,149919.11,142002.05,81014.02,1.54,0.285,4.17,2.94,20080708,72639.42,1.39,32.75,52.44,26.77,12.25,23242.0,0.657099236641
300208,恒顺众昇,电气设备,山东,24.8,6.16,7.67,338064.91,230349.59,18064.67,20880.95,0.27,0.327,2.41,6.72,20110426,83816.25,1.09,37.64,63.93,42.25,30.64,27715.0,0.658873538789
300043,星辉娱乐,文教休闲,广东,29.35,8.24,12.44,602137.88,121934.72,101381.31,5481.55,0.04,0.132,1.98,3.93,20100120,109707.92,0.88,44.52,-38.82,33.4,12.62,66305.0,0.659254267745
002643,万润股份,化工原料,山东,27.87,8.19,9.09,446410.41,200951.13,109076.56,206559.73,2.27,0.235,4.31,3.04,20111220,79483.81,0.87,42.09,15.32,39.54,16.93,35808.0,0.662152530292
600400,红豆股份,服饰,江苏,12.87,14.5,18.09,540393.69,296533.72,41126.8,148765.97,0.82,0.275,2.45,2.89,20010108,100864.6,0.56,19.43,759.48,22.35,31.18,50298.0,0.662377766341
600270,外运发展,仓储物流,北京,12.96,9.05,9.05,960623.63,517440.59,79872.25,53847.19,0.59,0.7,8.43,2.15,20001228,539084.0,5.95,19.19,29.95,7.99,24.25,35827.0,0.675351745701
603556,海兴电力,电器仪表,浙江,29.9,0.93,3.8,569972.31,502323.81,33660.87,254869.13,6.7,0.72,11.49,3.72,20161110,141084.06,3.71,44.2,19.1,48.08,20.24,36785.0,0.676470588235
600252,中恒集团,中成药,广西,19.6,32.75,34.75,646704.38,323914.03,115664.52,8572.92,0.02,0.111,1.56,2.79,20001130,123348.42,0.35,28.9,38.17,78.13,41.36,168721.0,0.678200692042
601689,拓普集团,汽车配件,浙江,27.23,1.71,7.28,836655.31,563886.0,142810.38,373692.38,5.14,0.58,8.41,3.44,20150319,143947.17,1.98,40.14,44.09,29.91,16.57,21227.0,0.678375685102
600982,宁波热电,供气供热,浙江,28.97,7.47,7.47,381409.91,201600.38,83415.46,104906.63,1.4,0.085,3.3,1.49,20040706,51577.0,0.69,42.69,67.11,14.73,8.45,46881.0,0.678613258374
600883,博闻科技,水泥,云南,33.58,2.36,2.36,72488.05,41697.92,1446.29,695.64,0.03,0.172,2.86,4.04,19951208,28974.08,1.23,49.22,1309.16,8.49,323.87,16580.0,0.682242990654
601668,中国建筑,建筑施工,北京,8.09,297.32,300.0,147389392.0,114099416.0,3157018.5,2468850.25,0.82,0.57,6.65,1.46,20090729,12380600.0,4.13,11.83,12.03,10.41,3.43,632309.0,0.683854606932
002233,塔牌集团,水泥,广东,19.82,8.04,8.95,654619.44,185356.98,181285.92,107446.05,1.2,0.347,5.37,2.56,20080516,248206.77,2.77,28.97,182.09,27.8,15.75,63000.0,0.684156023473
300083,劲胜智能,元器件,广东,21.88,11.23,14.32,1071999.88,659962.13,178141.66,364758.53,2.55,0.211,3.77,2.45,20100520,28249.43,0.2,31.9,500.64,27.39,9.56,32424.0,0.685893416928
600475,华光股份,专用机械,江苏,20.29,1.4,5.59,984563.63,587023.69,183226.22,27208.1,0.49,0.47,7.99,2.3,20030721,337847.72,6.04,29.54,-32.44,15.52,9.92,21819.0,0.686865267434
603997,继峰股份,汽车配件,浙江,29.18,1.71,6.3,189829.13,127752.6,43815.06,19591.6,0.31,0.222,2.49,5.19,20150302,64544.16,1.02,42.13,22.07,34.06,16.12,21605.0,0.692618086874
300182,捷成股份,软件服务,北京,22.93,13.79,25.55,1367328.75,562239.5,16706.22,456742.75,1.79,0.204,3.71,2.52,20110222,224525.52,0.88,32.85,29.49,43.09,28.7,22000.0,0.69802130898
002543,万和电气,家用电器,广东,20.28,3.73,4.4,545659.63,360573.34,84208.31,124905.4,2.84,0.486,6.4,3.08,20110128,99413.32,2.26,28.82,-7.2,28.72,6.97,14404.0,0.703678001388
000090,天健集团,建筑施工,深圳,20.26,7.74,11.98,2255934.0,1895388.25,28410.51,228084.55,1.9,0.289,5.29,2.21,19990721,185724.38,1.55,28.76,95.04,35.11,11.11,41980.0,0.704450625869
002335,科华恒盛,电气设备,福建,18.61,2.3,2.71,556091.38,247217.05,100913.15,205154.27,7.57,1.03,12.0,3.17,20100113,83316.9,3.07,26.35,579.93,33.43,31.73,17811.0,0.706261859583
603337,杰克股份,纺织机械,浙江,30.32,0.52,2.07,331564.94,249148.95,60169.23,81597.06,3.95,0.71,9.42,4.36,20170119,84566.93,4.09,42.84,43.27,29.68,10.12,16323.0,0.707749766573
603298,杭叉集团,专用机械,浙江,22.62,0.87,6.19,481867.94,380296.06,57095.4,95965.78,1.55,0.454,5.33,3.86,20161227,148027.52,2.39,31.96,23.06,20.22,8.02,39479.0,0.707759699625
300596,利安隆,化工原料,天津,33.63,0.45,1.8,120552.17,82666.18,27943.74,34020.44,1.89,0.33,4.58,4.69,20170119,28059.25,1.56,47.42,17.72,28.01,10.25,15276.0,0.709194432729
600668,尖峰集团,水泥,浙江,13.22,3.44,3.44,422624.41,93697.46,131880.52,38042.26,1.11,0.699,7.3,2.53,19930728,142855.8,4.15,18.42,132.11,31.13,18.42,28043.0,0.71769815418
300121,阳谷华泰,化工原料,山东,27.73,2.73,2.89,143810.84,85184.15,42160.69,14887.0,0.51,0.29,2.52,6.15,20100917,29647.05,1.03,38.63,34.86,28.85,11.04,10486.0,0.717835878851
002271,东方雨虹,其他建材,北京,34.29,5.7,8.82,1054385.13,718488.13,164960.31,187596.63,2.13,0.56,6.16,6.24,20080910,314070.97,3.56,47.57,35.49,40.41,11.45,26179.0,0.720832457431
002615,哈尔斯,家居用品,浙江,27.23,2.35,4.1,144549.81,62844.98,31084.46,3573.23,0.09,0.186,1.88,5.37,20110909,27468.43,0.67,37.4,135.25,34.87,10.6,23374.0,0.72807486631
002501,利源精制,铝,吉林,21.28,6.75,12.15,1382465.5,211664.47,436142.75,430333.19,3.54,0.27,6.45,1.7,20101117,205911.94,1.69,29.21,13.58,36.53,20.69,68443.0,0.728517630948
601137,博威合金,铜,浙江,26.12,5.64,6.27,462380.81,232678.66,139248.66,187757.2,2.99,0.233,5.1,2.39,20110127,61402.56,0.98,35.83,57.97,13.31,5.42,16952.0,0.72899804633
603639,海利尔,农药化肥,山东,21.07,0.3,1.2,198485.52,150055.34,18249.67,73656.49,6.14,1.29,12.31,4.22,20170112,57206.96,4.77,28.78,40.54,35.18,17.83,13355.0,0.732105628909
002237,恒邦股份,黄金,山东,26.49,8.36,9.1,1379859.63,973588.13,349485.84,98178.61,1.08,0.217,4.44,2.59,20080520,189327.41,2.08,36.15,77.59,6.37,1.93,71551.0,0.732780082988
601515,东风股份,广告包装,广东,17.98,11.12,11.12,554523.88,281539.38,124749.17,7085.11,0.06,0.32,3.42,3.37,20120216,221767.91,1.99,24.48,13.51,41.89,24.17,16407.0,0.734477124183
600126,杭钢股份,普钢,浙江,26.99,9.27,25.98,2401799.75,889939.13,1005531.63,1104733.0,4.25,0.137,5.82,1.27,19980311,94194.53,0.36,36.63,5.14,6.02,2.78,47698.0,0.736827736828
