code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,peg
002032,苏 泊 尔,家用电器,浙江,26.48,5.46,8.21,739586.5,594427.75,84561.65,6005.98,0.07,0.727,5.68,6.77,20040817,351492.41,4.28,20.12,26.87,30.04,8.64,11521.0,1.31610337972
600312,平高电气,电气设备,河南,23.34,11.37,13.57,1929535.25,1424799.13,264253.25,488644.44,3.6,0.258,6.31,1.91,20010221,187574.81,1.38,17.67,-35.33,21.3,8.51,61065.0,1.32088285229
601390,中国中铁,建筑施工,北京,13.15,183.28,228.44,76718952.0,60079840.0,4865110.5,4417191.0,1.93,0.31,6.46,1.37,20071203,6144434.0,2.69,9.95,41.09,9.25,2.58,725274.0,1.3216080402
300271,华宇软件,软件服务,北京,36.24,4.92,7.3,293249.69,193541.0,21950.84,49666.65,0.68,0.24,2.95,5.27,20111026,101028.52,1.38,27.37,25.17,45.34,18.45,25057.0,1.32407745707
600114,东睦股份,机械基件,浙江,26.56,3.87,4.36,306869.5,137886.3,102925.84,150477.27,3.45,0.36,5.4,3.4,20040511,47515.84,1.09,20.0,93.4,35.65,17.85,15387.0,1.328
601518,吉林高速,路桥,吉林,19.22,12.13,12.13,625528.81,28892.88,587493.25,31718.28,0.26,0.103,2.24,1.76,20100319,103284.71,0.85,14.45,32.72,71.17,32.07,70249.0,1.33010380623
300294,博雅生物,生物制药,江西,46.06,3.26,4.01,290613.0,135452.11,31892.63,105598.7,2.63,0.393,5.55,6.53,20120308,69604.68,1.74,34.55,49.23,67.7,29.19,17080.0,1.33314037627
600663,陆家嘴,园区开发,上海,33.39,24.45,33.62,7994372.0,3783614.75,68879.49,3889.81,0.01,0.343,4.02,5.71,19930628,724782.44,2.16,25.0,18.39,48.7,20.52,116671.0,1.3356
002831,裕同科技,广告包装,深圳,42.34,0.4,4.0,738844.0,482386.19,156518.27,137343.0,3.43,0.778,10.99,5.99,20161216,246685.66,6.17,31.69,22.73,31.19,11.7,16383.0,1.3360681603
601566,九牧王,服饰,福建,21.16,5.75,5.75,503169.41,259224.95,47440.6,257579.72,4.48,0.39,7.19,2.3,20110530,61240.7,1.07,15.82,13.53,58.36,19.68,18667.0,1.33754740834
300286,安科瑞,电器仪表,上海,31.59,1.01,1.44,80375.85,59054.81,13280.26,20660.73,1.43,0.34,4.29,4.92,20120113,25400.65,1.76,23.58,21.69,55.48,25.38,10086.0,1.33969465649
600738,兰州民百,百货,甘肃,43.96,3.68,7.83,514764.0,218078.38,32280.74,38846.9,0.5,0.104,2.26,4.03,19960802,52937.1,0.68,32.8,102.62,33.9,11.62,25874.0,1.34024390244
002620,瑞和股份,装修装饰,深圳,35.32,3.03,3.63,398221.56,266548.75,87661.61,136431.75,3.76,0.196,5.6,2.47,20110929,43506.9,1.2,26.17,31.67,13.94,5.48,22288.0,1.34963698892
000739,普洛药业,化学制药,浙江,33.15,10.6,11.47,565011.31,272132.94,210342.02,22351.17,0.19,0.113,2.34,3.21,19970509,122372.22,1.07,24.53,13.76,27.39,4.74,56380.0,1.35140644109
002489,浙江永强,家居用品,浙江,27.87,18.75,21.76,802272.63,580349.19,101031.07,24905.4,0.11,0.115,1.55,4.13,20101021,73323.63,0.34,20.62,10.19,28.91,9.42,133000.0,1.35160038797
002351,漫步者,电脑设备,深圳,47.5,2.68,5.88,194113.44,144581.61,26788.68,71787.02,1.22,0.119,2.99,3.79,20100205,38851.39,0.66,35.11,48.74,34.58,16.48,46407.0,1.35289091427
002513,蓝丰生化,农药化肥,江苏,34.15,2.44,3.4,429276.16,131957.55,167494.67,181164.13,5.33,0.179,7.52,1.62,20101203,34340.14,1.01,25.23,-5.15,29.73,7.14,16118.0,1.35354736425
002372,伟星新材,其他建材,浙江,27.71,8.93,10.08,353252.28,193156.02,83550.15,68293.4,0.68,0.31,2.66,6.46,20100318,82658.36,0.82,20.47,26.67,44.97,19.59,20960.0,1.35368832438
300425,环能科技,环境保护,四川,58.39,1.49,3.75,232721.05,117594.35,30720.7,76995.8,2.05,0.1,3.77,3.11,20150216,28303.85,0.75,43.13,11.81,41.99,11.12,15238.0,1.35381405054
600603,广汇物流,综合类,福建,36.66,1.95,6.28,747057.56,184732.34,4593.12,135650.23,2.16,0.2,9.04,1.45,19920113,295265.47,4.7,26.9,15.8,79.71,37.23,19587.0,1.36282527881
603515,欧普照明,电气设备,上海,47.37,0.98,5.79,545770.13,401169.75,105032.32,104745.53,1.81,0.446,5.54,7.63,20160819,139615.92,2.41,34.75,41.29,41.02,8.59,21901.0,1.36316546763
300463,迈克生物,医疗保健,四川,35.68,2.98,5.58,301791.06,188711.25,35439.37,56362.31,1.01,0.346,4.22,5.85,20150528,114833.72,2.06,26.03,16.92,52.57,22.87,21202.0,1.37072608529
002675,东诚药业,化学制药,山东,61.76,5.38,7.04,434921.91,200249.27,49132.98,146538.63,2.08,0.104,4.0,3.2,20120525,53060.21,0.75,45.04,31.88,52.69,10.35,30867.0,1.37122557726
300400,劲拓股份,专用机械,深圳,61.83,1.33,2.4,66936.13,54171.98,5024.65,2372.93,0.1,0.128,1.85,8.52,20141010,15385.65,0.64,45.04,52.06,42.85,15.15,13058.0,1.37277975133
300384,三联虹普,纺织机械,北京,50.03,0.54,1.67,196782.16,127851.46,10961.25,97954.95,5.85,0.37,9.37,3.62,20140801,36912.31,2.2,36.43,6.04,53.05,32.44,12715.0,1.37331869338
300342,天银机电,元器件,江苏,34.33,3.96,4.32,154290.45,93554.46,17119.22,37791.85,0.87,0.22,2.92,5.01,20120726,37722.59,0.87,24.95,28.14,39.12,24.38,12000.0,1.37595190381
603900,通灵珠宝,服饰,江苏,22.09,0.61,2.43,263986.5,243310.41,8055.27,118960.22,4.89,0.784,8.91,3.89,20161123,66328.15,2.73,16.03,32.23,55.15,19.48,31839.0,1.3780411728
000050,深天马Ａ,元器件,深圳,34.27,14.01,14.01,2468572.0,804542.5,604112.44,1133764.63,8.09,0.32,10.15,2.16,19950315,138666.72,0.99,24.83,69.15,22.13,7.22,77953.0,1.38018525977
600619,海立股份,机械基件,上海,56.03,4.61,8.66,1316399.38,805593.13,350353.31,209972.8,2.42,0.132,4.65,3.18,19921116,77418.53,0.89,40.46,214.37,13.02,2.16,65659.0,1.38482451804
603567,珍宝岛,中成药,黑龙江,35.56,2.73,8.49,595248.38,393642.31,114106.42,122516.02,1.44,0.235,5.12,3.26,20150424,201505.56,2.37,25.63,-4.17,59.66,17.14,31178.0,1.38743659774
000062,深圳华强,批发业,深圳,52.02,6.67,7.21,774570.69,414110.91,31781.5,97164.13,1.35,0.271,5.56,5.07,19970130,203463.5,2.82,37.39,51.5,18.08,6.32,44810.0,1.3912810912
603067,振华股份,化工原料,湖北,41.78,1.11,2.2,118631.32,57794.98,56534.66,41171.1,1.87,0.231,4.86,3.97,20160913,39110.18,1.78,30.02,10.4,26.49,9.51,25463.0,1.39173884077
000525,红 太 阳,农药化肥,江苏,17.22,5.07,5.81,1124160.75,544957.63,359960.41,293950.5,5.06,0.604,8.8,2.36,19931028,140335.06,2.42,12.37,512.56,30.2,14.36,17291.0,1.39207760711
002050,三花智控,机械基件,浙江,35.14,15.64,21.2,885103.81,592358.56,217905.34,45907.69,0.22,0.28,2.95,5.77,20050607,280338.78,1.32,25.23,28.41,28.61,11.98,38912.0,1.39278636544
603968,醋化股份,化工原料,江苏,32.57,1.37,2.04,179099.81,97136.56,59732.13,39697.4,1.94,0.373,6.18,3.94,20150518,52463.76,2.57,23.34,11.7,20.0,9.82,16644.0,1.39545844045
000521,美菱电器,家用电器,安徽,33.58,5.92,10.45,1668951.0,1434700.5,121454.15,268531.38,2.57,0.088,4.9,1.21,19931018,99749.65,0.95,24.05,-16.29,17.86,1.08,66201.0,1.39625779626
600651,飞乐音响,电器仪表,上海,15.94,7.69,9.92,1385028.88,732741.06,128675.11,151344.77,1.53,0.296,3.8,2.48,19901219,117243.55,1.18,11.39,427.3,27.27,8.7,71220.0,1.39947322212
000680,山推股份,工程机械,山东,64.63,10.57,12.41,982364.0,581981.63,196923.55,119013.1,0.96,0.045,2.65,2.2,19970122,48659.45,0.39,46.17,306.69,15.92,1.61,133491.0,1.39982672731
300437,清水源,化工原料,河南,69.51,0.81,2.18,169580.61,83161.13,13922.23,73416.11,3.36,0.13,5.45,3.32,20150423,21212.42,0.97,49.65,68.78,30.03,9.24,13833.0,1.4
002425,凯撒文化,互联网,广东,40.81,7.52,8.14,421294.56,91234.5,1410.97,214373.2,2.63,0.121,4.3,2.3,20100608,48787.53,0.6,29.14,121.42,68.49,34.86,24053.0,1.40048043926
300127,银河磁体,元器件,四川,31.48,2.27,3.23,121075.7,100871.65,17419.39,49620.26,1.54,0.342,3.5,6.15,20101013,20727.56,0.64,22.44,110.1,38.8,46.77,21651.0,1.40285204991
600295,鄂尔多斯,小金属,内蒙,47.66,6.12,10.32,4943760.5,1832259.63,2203000.75,130646.86,1.27,0.164,7.16,2.18,20010426,451242.91,4.37,33.95,50.75,26.38,1.73,59077.0,1.40382916053
300063,天龙集团,染料涂料,广东,35.91,4.1,7.26,388758.97,192982.3,29827.33,118806.97,1.64,0.103,3.13,2.36,20100326,33994.5,0.47,25.54,10.43,9.18,2.53,38981.0,1.40602975724
002080,中材科技,化纤,江苏,25.46,4.0,8.07,2171567.75,914412.13,1023079.88,552837.88,6.85,0.463,10.25,2.3,20061120,171815.97,2.13,18.09,37.05,28.93,8.34,20254.0,1.40740740741
000027,深圳能源,火力发电,深圳,32.09,39.64,39.64,6801586.5,1444114.25,2329932.75,432064.69,1.09,0.102,5.45,1.2,19930903,791990.38,2.0,22.75,-52.67,24.27,6.53,133043.0,1.41054945055
300547,川环科技,橡胶,四川,39.46,0.15,0.6,81230.03,64806.16,11702.2,32012.39,5.36,0.773,10.49,5.81,20160930,21744.67,3.64,27.92,27.7,33.0,15.21,11622.0,1.41332378223
600612,老凤祥,服饰,上海,18.67,3.17,5.23,1368395.0,1260129.5,38037.18,51118.17,0.98,1.114,10.76,3.87,19920814,413151.34,7.9,13.19,11.42,7.71,2.54,34358.0,1.41546626232
000568,泸州老窖,白酒,四川,27.52,14.02,14.65,1378808.25,941891.63,112169.52,65060.93,0.44,1.05,7.95,6.94,19940509,749879.56,5.12,19.41,32.73,68.57,28.68,49448.0,1.41782586296
603883,老百姓,医药商业,湖南,35.19,0.84,2.67,522706.81,310701.38,24352.45,56142.96,2.1,0.717,7.34,6.87,20150423,108158.36,4.05,24.74,32.09,35.95,5.54,23334.0,1.42239288601
002304,洋河股份,白酒,江苏,18.67,12.4,15.07,3606758.75,2220315.25,775945.94,74170.4,0.49,2.593,17.78,5.45,20091106,2379303.0,15.79,13.12,14.15,59.9,33.9,23938.0,1.42301829268
002217,合力泰,元器件,山东,34.39,17.58,31.28,1655362.5,1004029.38,255945.77,447887.19,1.43,0.163,3.0,3.74,20080220,165074.97,0.53,23.98,63.93,17.56,8.37,31691.0,1.4341117598
300336,新文化,影视音像,上海,27.49,4.53,5.38,507448.41,290700.75,10020.24,149045.0,2.77,0.273,5.39,2.79,20120710,75803.81,1.41,19.14,26.48,30.44,22.57,35100.0,1.43625914316
603798,康普顿,石油加工,山东,33.48,0.85,2.0,95505.06,55909.95,7530.8,26247.93,1.31,0.377,4.0,6.32,20160406,29492.7,1.47,23.29,28.07,34.42,15.5,12296.0,1.43752683555
000963,华东医药,化学制药,浙江,21.74,8.68,9.72,1498224.25,1210316.5,179982.27,295019.0,3.03,1.071,7.88,5.91,20000127,338415.06,3.48,15.09,26.53,26.63,7.39,22158.0,1.44068919814
600170,上海建工,建筑施工,上海,13.64,82.19,89.04,17647680.0,14158474.0,715789.25,237726.16,0.27,0.142,2.88,1.34,19980623,927132.13,1.04,9.46,17.12,9.96,1.91,236188.0,1.44186046512
002632,道明光学,化工原料,浙江,51.36,5.54,6.09,164327.23,80162.05,54017.75,54766.23,0.9,0.1,2.48,3.95,20111122,30425.98,0.5,35.61,159.75,36.56,18.43,39217.0,1.44229149115
002776,柏堡龙,服饰,广东,41.31,0.75,2.4,235331.8,193956.19,16314.19,145971.88,6.07,0.31,8.85,2.89,20150626,36377.35,1.51,28.56,22.96,28.59,17.78,12921.0,1.44642857143
300015,爱尔眼科,医疗保健,湖南,50.7,11.95,15.2,511105.56,171581.13,84267.77,57703.76,0.38,0.238,2.03,11.91,20091030,102585.81,0.67,34.92,32.73,46.96,13.98,25625.0,1.45189003436
300585,奥联电子,汽车配件,江苏,50.45,0.4,1.6,57853.08,42636.43,9806.85,12980.03,0.81,0.38,2.62,7.29,20161229,11502.42,0.72,34.73,18.5,40.85,15.71,12715.0,1.45263460985
300470,日机密封,机械基件,四川,45.49,0.63,1.07,127750.15,103147.18,5346.66,39653.46,3.72,0.41,8.54,4.36,20150612,35629.8,3.34,31.26,20.94,55.24,20.17,9313.0,1.45521433141
600009,上海机场,机场,上海,21.53,10.93,19.27,2898582.25,1280188.75,938611.81,257549.8,1.34,0.88,12.01,3.15,19980218,1733234.75,8.99,14.71,20.56,48.22,43.51,39931.0,1.46363018355
603203,快克股份,专用机械,江苏,40.07,0.3,1.2,74227.06,61448.15,8229.4,35998.67,3.01,0.495,5.41,7.32,20161108,13698.07,1.15,27.34,32.96,58.5,35.94,12062.0,1.46561814192
300508,维宏股份,软件服务,上海,59.41,0.15,0.57,50061.6,36520.51,10405.58,20013.46,3.52,0.692,8.27,9.94,20160419,18888.85,3.32,40.38,46.93,69.72,39.77,11352.0,1.47127290738
601377,兴业证券,证券,福建,21.84,66.97,66.97,14962450.0,0.0,52143.15,1447048.38,2.16,0.196,4.79,1.78,20101013,763424.81,1.14,14.77,17.79,0.0,32.28,259661.0,1.47867298578
300481,濮阳惠成,化工原料,河南,63.39,0.73,1.6,54466.75,29041.55,14553.07,7946.2,0.5,0.223,2.96,9.55,20150630,20580.99,1.29,42.79,12.23,32.86,14.14,29110.0,1.48142089273
300600,瑞特股份,电气设备,江苏,44.09,0.25,1.0,100371.2,69308.61,16749.32,38101.45,3.81,0.583,8.37,6.14,20170125,32220.75,3.22,29.73,20.13,50.78,24.83,11012.0,1.48301379078
600266,北京城建,区域地产,北京,45.45,15.67,15.67,8541284.0,7436543.0,18750.57,379732.28,2.42,0.169,11.99,1.28,19990203,804379.06,5.13,30.61,-39.23,27.07,6.74,91638.0,1.48480888598
600660,福耀玻璃,汽车配件,福建,22.16,20.03,25.09,3067901.25,1518537.75,954616.88,622875.31,2.48,0.553,6.95,3.52,19930610,707561.31,2.82,14.89,-4.85,42.98,15.91,83164.0,1.48824714574
002415,海康威视,电器仪表,浙江,46.19,72.58,92.29,4152493.5,3610567.5,294514.44,172227.75,0.19,0.357,2.61,12.65,20100528,1134345.25,1.23,31.02,26.22,42.72,20.01,151799.0,1.48903932946
603658,安图生物,医疗保健,河南,51.32,1.37,4.2,199162.13,83168.11,50969.06,53500.46,1.27,0.456,3.72,12.57,20160901,50712.53,1.21,34.3,29.57,69.59,32.86,17191.0,1.49620991254
002541,鸿路钢构,钢加工,安徽,27.92,2.47,3.49,785321.5,596146.19,117229.9,230418.8,6.6,0.318,11.26,1.58,20110118,118970.4,3.41,18.55,20.05,13.25,6.05,13766.0,1.5051212938
000789,万年青,水泥,江西,30.41,6.13,6.13,801885.25,243186.38,415783.88,27790.74,0.45,0.143,4.51,1.92,19970923,171624.73,2.8,20.2,30.23,19.19,3.19,46242.0,1.50544554455
600261,阳光照明,家用电器,浙江,19.59,14.52,14.52,570488.06,411286.28,109692.5,26319.1,0.18,0.16,2.18,2.88,20000720,116675.45,0.8,13.01,6.71,25.19,9.67,52452.0,1.50576479631
300373,扬杰科技,半导体,江苏,38.82,2.31,4.72,294081.38,188188.94,42987.35,99712.5,2.11,0.286,4.46,4.99,20140123,63314.55,1.34,25.77,38.21,34.58,19.7,14000.0,1.50640279395
603299,井神股份,化工原料,江苏,38.22,2.79,5.59,442348.56,147878.42,242167.3,88246.36,1.58,0.137,3.63,2.89,20151231,52076.46,0.93,25.34,988.05,31.22,6.03,55515.0,1.50828729282
300144,宋城演艺,旅游景点,浙江,26.38,11.52,14.53,789057.06,164735.88,174520.55,247631.66,1.7,0.36,4.68,4.06,20101209,266733.16,1.84,17.41,21.17,63.64,37.6,33847.0,1.51522113728
603589,口子窖,白酒,安徽,26.94,2.94,6.0,618011.31,419285.53,116808.96,97688.22,1.63,0.876,7.49,6.3,20150629,265378.84,4.42,17.76,29.87,71.9,30.12,18132.0,1.51689189189
600582,天地科技,工程机械,北京,31.11,27.74,41.39,3518325.25,2550896.25,405447.69,127587.36,0.31,0.081,3.44,1.47,20020515,854662.13,2.07,20.41,15.98,36.54,6.08,65328.0,1.52425281725
002563,森马服饰,服饰,浙江,21.77,18.39,26.94,1169068.63,753625.56,109491.15,252265.16,0.94,0.198,3.54,2.44,20110311,344115.31,1.28,14.28,4.16,40.19,12.04,33113.0,1.52450980392
300303,聚飞光电,半导体,深圳,37.21,10.18,12.52,296947.25,211912.91,47955.81,613.72,0.0,0.06,1.46,2.93,20120319,50042.5,0.4,24.4,21.14,22.66,8.83,47600.0,1.525
002484,江海股份,元器件,江苏,49.29,7.61,8.15,356547.03,259494.59,60362.65,137956.3,1.69,0.108,3.68,2.9,20100929,67061.31,0.82,32.3,45.55,25.16,11.93,18634.0,1.52600619195
002593,日上集团,汽车配件,福建,59.53,4.66,7.01,383813.31,283896.06,74034.65,73531.38,1.05,0.046,2.57,2.15,20110628,35373.2,0.5,38.96,40.19,15.73,3.73,33660.0,1.52797741273
600919,江苏银行,银行,江苏,8.06,57.95,115.44,172717184.0,0.0,542737.5,1607527.75,1.39,0.535,7.43,1.16,20160802,2576640.25,2.23,5.27,10.11,0.0,36.29,216613.0,1.52941176471
601186,中国铁建,建筑施工,北京,12.78,115.03,135.8,80556312.0,64110260.0,4345080.5,4042745.25,2.98,0.48,9.96,1.23,20080310,7016777.0,5.17,8.34,12.04,8.84,2.26,318967.0,1.53237410072
002219,恒康医疗,中成药,甘肃,66.5,9.17,18.65,758188.44,427790.94,151507.31,118102.72,0.63,0.089,2.28,5.18,20080306,107473.01,0.58,43.33,15.05,31.5,14.92,27779.0,1.53473344103
603998,方盛制药,中成药,湖南,70.61,2.69,4.31,133214.06,54150.06,29853.15,16881.5,0.39,0.107,2.25,6.74,20141205,38685.93,0.9,45.84,22.46,55.48,14.58,18030.0,1.54035776614
601985,中国核电,新型电力,北京,22.99,42.3,155.65,29238900.0,3360135.25,12443651.0,1289492.0,0.83,0.164,2.67,2.82,20150610,1102154.13,0.71,14.89,1.92,41.55,15.68,573578.0,1.54398925453
600079,人福医药,化学制药,湖北,30.99,10.58,12.86,2924275.5,1285212.5,462709.41,377047.31,2.93,0.26,8.29,2.18,19970606,339290.88,2.64,20.07,-11.98,38.64,5.48,38140.0,1.54409566517
000012,南 玻Ａ,玻璃,深圳,26.17,14.95,23.87,1793028.25,322650.59,1177350.25,134995.38,0.57,0.165,3.39,2.55,19920228,376240.81,1.58,16.94,-15.83,24.41,7.95,168174.0,1.54486422668
002511,中顺洁柔,造纸,广东,30.84,7.33,7.58,463316.09,212372.95,213326.3,111189.47,1.47,0.21,3.73,3.41,20101125,98693.65,1.3,19.85,47.81,36.16,7.37,15401.0,1.55365239295
300476,胜宏科技,元器件,广东,47.68,1.71,4.28,235681.41,132380.63,74264.75,57333.01,1.34,0.31,4.17,6.14,20150611,60900.06,1.42,30.66,20.53,25.39,11.12,14786.0,1.55512067841
002749,国光股份,农药化肥,四川,19.85,0.19,0.75,90024.02,74882.13,1649.29,33063.55,4.41,1.667,10.61,6.24,20150320,32252.36,4.3,12.74,20.67,54.35,29.69,11419.0,1.55808477237
603017,中衡设计,建筑施工,江苏,35.02,1.53,2.75,242907.72,113707.8,38249.67,99337.68,3.61,0.26,5.86,3.1,20141231,31652.0,1.15,22.44,14.23,26.06,13.93,15603.0,1.56060606061
002454,松芝股份,汽车配件,上海,26.99,3.2,4.22,506129.91,346014.34,78513.75,97460.03,2.31,0.271,6.79,2.16,20100720,134699.17,3.19,17.27,1.37,25.41,6.49,26236.0,1.56282570932
603839,安正时尚,服饰,浙江,28.35,0.71,2.85,278125.28,191240.23,55318.2,105309.72,3.69,0.5,8.48,3.04,20170214,97136.05,3.41,18.13,10.2,69.38,20.7,40253.0,1.56370656371
600976,健民集团,中成药,湖北,42.38,1.53,1.53,179384.44,133759.94,23336.55,30183.5,1.97,0.314,6.83,3.9,20040419,44510.51,2.9,26.97,14.71,23.0,3.27,8751.0,1.57137560252
601163,三角轮胎,汽车配件,山东,35.85,2.8,8.0,1434456.25,916698.38,410864.31,412397.31,5.15,0.34,9.74,2.5,20160909,209642.13,2.62,22.79,-29.88,18.18,6.66,91017.0,1.57305835893
603939,益丰药房,医药商业,湖南,42.77,1.99,3.63,420635.91,301300.72,29175.15,200733.84,5.53,0.427,8.29,4.4,20150217,60483.25,1.67,27.0,38.09,39.82,6.91,12253.0,1.58407407407
002614,奥佳华,医疗保健,福建,51.5,2.89,5.61,430682.94,303999.06,59611.91,111256.17,1.98,0.17,4.69,3.61,20110909,92698.81,1.65,32.5,81.51,38.47,5.5,23059.0,1.58461538462
000530,大冷股份,机械基件,辽宁,32.73,5.9,8.56,537294.0,218056.34,74286.56,75806.88,0.89,0.115,3.86,1.94,19931208,65989.63,0.77,20.64,39.11,18.47,9.8,35733.0,1.58575581395
601607,上海医药,医药商业,上海,16.21,19.23,26.89,9053677.0,6654393.5,571049.19,1350316.5,5.02,0.716,12.1,1.92,19940324,1509458.88,5.61,10.19,11.12,12.55,2.93,59508.0,1.59077526987
603569,长久物流,仓储物流,北京,44.45,0.57,4.0,366308.19,317039.53,15003.77,55015.58,1.38,0.354,4.81,6.53,20160810,76235.31,1.91,27.89,-9.54,9.77,6.24,23663.0,1.59376120473
600176,中国巨石,玻璃,浙江,15.5,29.19,29.19,2419594.75,808361.0,1296909.0,397510.03,1.36,0.345,3.89,2.75,19990422,415143.03,1.42,9.72,32.08,46.27,24.68,58107.0,1.59465020576
002011,盾安环境,工程机械,浙江,77.96,8.4,9.17,1375856.88,739080.94,159468.47,211604.55,2.31,0.072,4.79,2.33,20040705,116835.02,1.27,48.85,11.21,17.76,1.71,94202.0,1.59590583419
603789,星光农机,农用机械,浙江,56.24,0.8,2.02,167290.48,103730.86,30237.43,60418.63,3.0,0.195,5.45,4.02,20150427,25125.18,1.25,35.19,7.54,25.21,9.91,23762.0,1.59818130151
600995,文山电力,水力发电,云南,13.86,4.79,4.79,274450.31,44466.07,193780.19,15560.57,0.33,0.416,3.65,3.17,20040615,94885.53,1.98,8.67,67.46,34.04,18.92,53962.0,1.59861591696
000758,中色股份,铅锌,北京,44.09,19.69,19.69,2390008.0,1670158.0,350147.53,95459.4,0.48,0.089,2.65,2.95,19970416,210767.41,1.07,27.44,40.87,10.88,1.73,141813.0,1.60677842566
300572,安车检测,电器仪表,深圳,44.81,0.17,0.67,95988.46,88359.06,3828.37,27980.05,4.16,0.579,7.87,6.6,20161206,16232.0,2.41,27.82,54.38,49.86,20.6,9744.0,1.61071171819
000796,凯撒旅游,旅游服务,陕西,49.73,2.46,8.03,585268.06,419456.0,23565.88,63414.1,0.79,0.167,2.4,6.95,19970703,42159.7,0.53,30.84,136.11,18.26,3.95,34482.0,1.61251621271
603288,海天味业,食品,广东,33.19,26.97,27.05,1240747.88,776343.5,380955.72,132204.13,0.49,0.68,3.7,12.09,20140211,498617.31,1.84,20.57,22.7,44.89,24.51,22917.0,1.61351482742
600618,氯碱化工,化工原料,上海,27.18,7.5,11.56,471012.56,154051.27,189407.75,167427.09,1.45,0.217,1.89,6.22,19921113,-67030.71,-0.58,16.83,1931.41,9.89,6.88,87902.0,1.61497326203
002672,东江环保,环境保护,广东,32.31,5.42,8.87,867535.81,292410.13,151039.0,52818.44,0.6,0.248,4.02,3.99,20120426,211316.72,2.38,19.96,6.83,36.47,15.69,51169.0,1.61873747495
603689,皖天然气,供气供热,安徽,42.36,0.84,3.36,304818.5,80036.9,132070.73,99131.46,2.95,0.2,5.39,3.02,20170110,42819.8,1.27,26.11,31.98,8.84,4.79,32709.0,1.62236690923
600135,乐凯胶片,化工原料,河北,59.03,3.68,3.73,218075.3,156137.91,23380.26,89991.36,2.41,0.133,4.5,3.5,19980122,25876.92,0.69,36.38,68.33,17.78,5.26,44670.0,1.62259483233
002007,华兰生物,生物制药,河南,29.65,8.03,9.3,476727.69,329375.31,97502.96,39452.31,0.42,0.464,4.6,5.98,20040625,256675.17,2.76,18.25,5.07,64.4,42.57,48876.0,1.62465753425
300007,汉威科技,电器仪表,河南,48.06,2.24,2.93,407077.81,188806.95,61685.95,58670.45,2.0,0.188,4.56,3.97,20091030,42395.45,1.45,29.57,28.26,36.87,7.97,22654.0,1.62529590801
002172,澳洋科技,化纤,江苏,29.87,5.59,7.33,523527.91,281481.97,184892.66,94362.31,1.29,0.132,1.82,4.33,20070921,-14925.47,-0.2,18.29,2.46,11.8,3.7,48376.0,1.63313285949
002165,红 宝 丽,化工原料,江苏,50.29,5.28,6.02,271641.19,135286.86,67893.5,34530.25,0.57,0.067,2.58,2.63,20070913,53600.13,0.89,30.69,-35.87,15.55,3.61,43644.0,1.63864450961
300310,宜通世纪,通信设备,广东,55.52,5.82,8.82,445669.56,241845.34,24752.57,204555.02,2.32,0.13,4.11,3.17,20120425,47743.71,0.54,33.75,21.98,24.39,9.9,28134.0,1.64503703704
002441,众业达,批发业,广东,26.13,3.92,5.41,520414.41,397275.38,29515.09,185156.63,3.43,0.239,6.49,1.93,20100706,100148.9,1.85,15.86,51.95,10.49,3.81,36271.0,1.64754098361
002027,分众传媒,影视音像,广东,23.98,58.04,122.32,1451231.63,1207072.38,29725.43,18293.81,0.01,0.207,0.57,17.56,20040804,625398.94,0.51,14.49,33.23,70.81,44.91,58539.0,1.65493443754
000700,模塑科技,汽车配件,江苏,30.64,6.97,7.17,703353.56,272430.84,138661.45,19291.11,0.27,0.116,4.46,1.6,19970228,123099.61,1.72,18.47,-26.62,21.7,4.89,42500.0,1.6589063346
600008,首创股份,环境保护,北京,59.81,48.21,48.21,4709084.5,1094505.38,475810.0,60917.86,0.13,0.054,2.22,2.9,20000427,181385.59,0.38,36.03,1.09,34.41,6.22,319543.0,1.66000555093
002301,齐心集团,文教休闲,深圳,50.87,3.73,4.28,437499.09,248477.7,44403.4,138914.31,3.25,0.2,5.56,3.43,20091021,52181.31,1.22,30.55,72.06,20.01,5.99,12483.0,1.6651391162
000756,新华制药,化学制药,山东,33.79,3.07,4.57,499767.75,186164.02,211453.09,51309.23,1.12,0.233,4.64,3.4,19970806,76415.06,1.67,20.25,132.79,27.46,4.44,21582.0,1.66864197531
000541,佛山照明,家用电器,广东,25.5,9.75,12.72,577313.25,297024.06,43689.73,28582.14,0.22,0.18,3.7,2.48,19931123,125881.47,0.99,15.28,10.42,23.57,11.29,93117.0,1.66884816754
000096,广聚能源,石油贸易,深圳,39.12,5.11,5.28,248196.45,140189.38,7088.82,35133.7,0.67,0.183,4.4,3.24,20000724,109256.13,2.07,23.43,17.83,15.06,18.37,37741.0,1.66965428937
600810,神马股份,化纤,河南,37.04,4.42,4.42,934435.63,430445.84,242017.55,179027.56,4.05,0.114,5.68,1.48,19940106,4188.25,0.09,22.16,28.97,7.54,0.9,33707.0,1.6714801444
600667,太极实业,半导体,江苏,49.34,11.91,21.06,1685315.63,995223.63,455698.09,325909.5,1.55,0.079,2.82,2.77,19930728,50159.4,0.24,29.51,112.29,14.36,3.15,74144.0,1.67197560149
